MTS793|MPT|FRA|1|2|,|/|:|33|1|1|A

Acquisition de données						Temps :	102,02539	Sec	01/07/2008 14:07:04
Temps	Ch 1 Displacement	Ch 1 Force	Ch 1 Extenso externe	Ch 1 Extenso MTS
Sec	mm	kN	mm	mm
22,533203	0,027048102	0,70332623	0,00033862889	0,00095814397
22,632813	0,025663011	0,71772587	0,00034093857	0,0010299608
22,732422	0,027401842	0,72906244	0,00033937395	0,0010643399
22,832031	0,027951578	0,7218678	0,00033773482	0,0010468321
22,931641	0,026090847	0,72571337	0,00032924116	0,0010422232
23,03125	0,027891824	0,71809202	0,0003002584	0,0010098924
23,130859	0,027383916	0,73757714	0,00032886863	0,001112144
23,230469	0,02678399	0,73160309	0,0002848357	0,0010853769
23,330078	0,027901383	0,73593831	0,00027678907	0,0010703327
23,429688	0,027332529	0,73646015	0,00023379922	0,0010300577
23,529297	0,027048102	0,73710561	0,00029534101	0,00094941078
23,628906	0,02857182	0,7438398	0,00021979213	0,0011015008
23,728516	0,028007746	0,75599903	0,00020943582	0,0011349388
23,828125	0,028274247	0,76803446	0,00021070242	0,0011729164
23,927734	0,02838539	0,75241101	0,00018283725	0,0012004998
24,027344	0,028880149	0,75417501	0,00012889504	0,001078789
24,126953	0,028865809	0,74821579	5,3867698e-05	0,0010863458
24,226563	0,029219549	0,75425452	8,1881881e-05	0,0011632143
24,326172	0,028314879	0,77273202	3,516674e-05	0,0011237005
24,425781	0,030083587	0,77921003	2,8684735e-05	0,0011167389
24,525391	0,028120082	0,77876121	0,00010408461	0,0011709649
24,625	0,029501587	0,77389055	0,00011101365	0,0012425741
24,724609	0,029842183	0,78187972	7,4282289e-05	0,0012431692
24,824219	0,028678183	0,7723822	0,00014461577	0,0012012334
24,923828	0,030302286	0,78239977	0,00011920929	0,0013057824
25,023438	0,029793186	0,77929026	0,00014081597	0,0012450931
25,123047	0,028669816	0,79270446	0,00012084842	0,0012801226
25,222656	0,030645274	0,78955227	0,00016473234	0,0012281388
25,322266	0,029851744	0,79400212	0,00018924475	0,0012118627
25,421875	0,030728929	0,79743916	0,00010341406	0,001270213
25,521484	0,031687379	0,81024337	0,00010356307	0,0012855757
25,621094	0,030278385	0,79180998	0,00010356307	0,0012241252
25,720703	0,03028197	0,79864848	0,00012718141	0,0013273039
25,820313	0,029241061	0,80682057	0,00012367964	0,0013355388
25,919922	0,031618062	0,81162739	0,00012390316	0,0013471646
26,019531	0,031275075	0,80919564	0,00013656914	0,0013388605
26,119141	0,029458566	0,81459624	0,00017493963	0,0014079093
26,21875	0,031177081	0,82284939	0,00016853213	0,0013728105
26,318359	0,031784177	0,82292879	0,00019073486	0,0014002972
26,417969	0,029861305	0,81367892	0,00022724271	0,0013528113
26,517578	0,030813778	0,8264817	0,00028863549	0,0014511045
26,617188	0,031981364	0,83380145	0,00031903386	0,0014403645
26,716797	0,031425655	0,8356486	0,00034503639	0,0015013169
26,816406	0,031339612	0,82870978	0,00033803284	0,0013354281
26,916016	0,031851102	0,83376956	0,00032097101	0,0013624995
27,015625	0,032709166	0,83683479	0,00036969781	0,0013862216
27,115234	0,032025583	0,84745324	0,0003580004	0,0015007217
27,214844	0,031558309	0,84128332	0,0003297627	0,0014665364
27,314453	0,032534685	0,84471816	0,00029817224	0,0014856497
27,414063	0,031932369	0,85033733	0,00030748546	0,00146363
27,513672	0,033050954	0,85306269	0,00030510128	0,0014237564
27,613281	0,032857355	0,86462897	0,00027149916	0,0015267829
27,712891	0,03286333	0,86341226	0,00024430454	0,0015044863
27,8125	0,033200338	0,86013925	0,0002514571	0,0014751173
27,912109	0,033816997	0,87018073	0,0002694875	0,0016482446
28,011719	0,032073386	0,86591315	0,00025831163	0,0015219111
28,111328	0,033701077	0,86528432	0,00020109117	0,0015130395
28,210938	0,033990283	0,88025343	0,00022158027	0,0015543249
28,310547	0,032853767	0,88127935	0,00022530556	0,0015060364
28,410156	0,032667339	0,88051689	0,00018760562	0,0015796663
28,509766	0,033907823	0,87644976	0,00018298626	0,001491518
28,609375	0,034555554	0,87909478	0,00018157065	0,0015263261
28,708984	0,034198228	0,88429207	0,0001642108	0,0015935895
28,808594	0,032609973	0,88313133	0,00018998981	0,0015743378
28,908203	0,034574676	0,89321494	0,00022672117	0,0016787898
29,007813	0,033943675	0,90210062	0,00015132129	0,0016629705
29,107422	0,035873719	0,89975703	0,00014699996	0,0017251546
29,207031	0,034612916	0,90259773	9,8049641e-05	0,0016365633
29,306641	0,033979528	0,89940798	4,8354268e-05	0,0016753299
29,40625	0,033936504	0,91040194	8,277595e-05	0,0017173626
29,505859	0,034856711	0,92064625	6,0647726e-05	0,0016923256
29,605469	0,034952316	0,91573465	-2,5704503e-05	0,001711176
29,705078	0,035389714	0,91735107	-2,9802322e-06	0,0017240612
29,804688	0,035657413	0,92056906	-1,3336539e-05	0,001664659
29,904297	0,034991756	0,92034721	-1,527369e-05	0,0017516032
30,003906	0,035557024	0,93506837	-1,7881393e-06	0,0017485307
30,103516	0,035907183	0,93665648	1,1920929e-05	0,0017788961
30,203125	0,037242081	0,93718445	1,3783574e-05	0,0017311751
30,302734	0,036336213	0,93432945	3,4347177e-05	0,0017540529
30,402344	0,036738954	0,94158274	3,2112002e-05	0,0017892347
30,501953	0,037460778	0,95486403	6,6608191e-05	0,0016825959
30,601563	0,03606493	0,95421207	-2,9355288e-05	0,0017686682
30,701172	0,035738677	0,94671309	3,1813979e-05	0,0019045653
30,800781	0,036883555	0,94687504	1,8402934e-05	0,0016839107
30,900391	0,036946896	0,95029908	4,6566129e-05	0,0017128506
31	0,036750905	0,95367819	3,4421682e-05	0,0018628647
31,099609	0,036946896	0,95449257	1,6763806e-05	0,0018916246
31,199219	0,036907457	0,95992208	2,9280782e-05	0,0019112085
31,298828	0,037754767	0,97099584	1,5124679e-05	0,0018641656
31,398438	0,037748791	0,97644472	5,5134296e-05	0,0019151114
31,498047	0,037959125	0,98172003	9,3206763e-05	0,0018125832
31,597656	0,038030829	0,97622889	0,00011488795	0,0018748918
31,697266	0,038159896	0,99046934	0,00011637807	0,0019140181
31,796875	0,03870485	0,99211001	8,9854002e-05	0,001961227
31,896484	0,037287492	0,98091704	0,00015981495	0,0018443188
31,996094	0,037548017	0,99376893	0,00019736588	0,001973351
32,095703	0,037712939	0,98971659	0,00022359192	0,0019140596
32,195313	0,039196026	0,99731582	0,00026337802	0,0019390689
32,294922	0,038274623	0,99734145	0,00024788082	0,0019462658
32,394531	0,038878135	0,99658805	0,00020802021	0,0020001042
32,494141	0,03809775	1,0115731	0,00022619963	0,0019058801
32,59375	0,038207699	1,0040913	0,00022664666	0,0019993568
32,693359	0,037950758	1,014484	0,00019066036	0,0020605444
32,792969	0,038168263	1,0179628	0,00020511448	0,002081194
32,892578	0,040160447	1,0179762	0,00015854836	0,0020761285
32,992188	0,038278207	1,0315187	0,00015288591	0,0021500629
33,091797	0,038770579	1,0196695	0,00014424324	0,0020159651
33,191406	0,039065763	1,0236356	0,00011622906	0,0020376111
33,291016	0,039530646	1,0339849	0,00014252961	0,0021134554
33,390625	0,03999792	1,0480738	0,00013642013	0,002184774
33,490234	0,039652541	1,0446215	0,00011973083	0,0020953387
33,589844	0,040178373	1,0459346	7,2941184e-05	0,0021243754
33,689453	0,040184349	1,0466982	0,00011369586	0,0020384693
33,789063	0,039033495	1,0527712	8,2179904e-05	0,0021552115
33,888672	0,039186463	1,040047	0,00010937452	0,0020786335
33,988281	0,040747229	1,0454547	8,5011125e-05	0,0020942453
34,087891	0,04009233	1,0555071	6,5267086e-05	0,0021331501
34,1875	0,040155668	1,0474682	6,0349703e-05	0,0021879021
34,287109	0,04107229	1,074317	-1,1920929e-06	0,0021377313
34,386719	0,041080657	1,0686464	-5,13345e-05	0,002139918
34,486328	0,040956367	1,0769141	-0,00010244548	0,0021950435
34,585938	0,042166978	1,0814766	-0,00012598932	0,0022562589
34,685547	0,041434396	1,0770406	-0,00013314188	0,0022041504
34,785156	0,041457105	1,0806308	-0,0001578778	0,0022115272
34,884766	0,041638754	1,0830628	-0,0001270324	0,0021269913
34,984375	0,041115314	1,0921768	-0,0001566112	0,0023062082
35,083984	0,042611547	1,0863259	-9,4771385e-05	0,0022179629
35,183594	0,042243462	1,1107056	-0,00011116266	0,0022738497
35,283203	0,042003252	1,0942544	-6,9737434e-05	0,0022568677
35,382813	0,042489648	1,1181402	-7,6070428e-05	0,0023509259
35,482422	0,041803677	1,1121355	-6,3031912e-05	0,002377582
35,582031	0,042053446	1,1227511	-5,8934093e-05	0,0023095435
35,681641	0,042752564	1,1102377	-0,00011943281	0,002295828
35,78125	0,042968873	1,1098276	-3,9637089e-05	0,0023042429
35,880859	0,042382091	1,1138442	-6,7949295e-05	0,0023404351
35,980469	0,043087184	1,1203922	-6,1020255e-05	0,0023758106
36,080078	0,042303216	1,1256723	-4,3660402e-05	0,0024631147
36,179688	0,043327395	1,1279286	-6,5267086e-05	0,0024592669
36,279297	0,042433478	1,1275715	-4,61936e-05	0,0024624227
36,378906	0,043603458	1,1421385	-2,6375055e-05	0,0024772731
36,478516	0,042741809	1,1462977	-1,0952353e-05	0,0025058948
36,578125	0,044195019	1,1313055	1,7881393e-05	0,0023975535
36,677734	0,043880712	1,1438125	1,3411045e-06	0,0024349359
36,777344	0,045137931	1,1530997	3,8444996e-05	0,0025494637
36,876953	0,045361411	1,1565521	5,1409006e-06	0,0025325925
36,976563	0,044892941	1,1604822	6,3553452e-05	0,002517299
37,076172	0,044278674	1,1583396	9,2759728e-05	0,0024560285
37,175781	0,044600148	1,1670593	0,00014141202	0,0024869889
37,275391	0,043818571	1,1617466	0,00021092594	0,002551609
37,375	0,044204578	1,165925	0,00022545457	0,0025343501
37,474609	0,045551427	1,1730675	0,00013947487	0,0025167316
37,574219	0,044370692	1,17298	0,0001270324	0,0025465295
37,673828	0,043536533	1,1638094	9,3877316e-05	0,0024156426
37,773438	0,045337509	1,1874439	0,00012561679	0,0025960638
37,873047	0,045459405	1,194717	8,0913305e-05	0,002634844
37,972656	0,045416381	1,1770033	8,6128712e-05	0,0025683278
38,072266	0,044405352	1,1864016	6,519258e-05	0,0025473183
38,171875	0,045164224	1,1975095	5,3569674e-05	0,0025367446
38,271484	0,047002245	1,2066268	2,913177e-05	0,0026445736
38,371094	0,045982849	1,2099516	9,0897083e-06	0,0026184295
38,470703	0,046041407	1,2139816	-9,2387199e-06	0,0026133223
38,570313	0,045723516	1,2083318	-4,2915344e-05	0,0026023195
38,669922	0,046944883	1,2172214	-4,5374036e-05	0,0027119755
38,769531	0,046419051	1,2209485	-3,6582351e-05	0,0026925991
38,869141	0,047038097	1,2124628	-1,6763806e-05	0,0025211882
38,96875	0,046376027	1,2211705	-4,298985e-05	0,0025669301
39,068359	0,046248153	1,2271714	-4,0829182e-05	0,0026130872
39,167969	0,046953246	1,2368906	-6,7204237e-05	0,0027085431
39,267578	0,045974482	1,2284234	-7,6442957e-05	0,0026912983
39,367188	0,044767458	1,2255543	-0,00013768673	0,0026370445
39,466797	0,046877958	1,2315321	-0,000121966	0,0027122106
39,566406	0,04664731	1,2481683	-0,00019580126	0,0027804982
39,666016	0,047412157	1,2456535	-0,00016920269	0,002676503
39,765625	0,047390644	1,2567458	-0,00023208559	0,0027907677
39,865234	0,047569904	1,2473564	-0,00024169683	0,0027210684
39,964844	0,047480274	1,2574117	-0,00024713576	0,0027462023
40,064453	0,047623683	1,2657144	-0,00025287271	0,0027557521
40,164063	0,048169833	1,2645699	-0,00029534101	0,0027306182
40,263672	0,048468601	1,2832868	-0,00025518239	0,0028626262
40,363281	0,048690885	1,2778382	-0,00028662384	0,0027685403
40,462891	0,048001327	1,2810851	-0,0002450496	0,0027267844
40,5625	0,047655951	1,263024	-0,00023469329	0,002751586
40,662109	0,047757532	1,2813424	-0,00023588538	0,0028117772
40,761719	0,048407651	1,2876805	-0,00019676983	0,0029707735
40,861328	0,04842319	1,2848982	-0,00020384789	0,0029481724
40,960938	0,048836682	1,2875991	-0,00020906329	0,0028592076
41,060547	0,048669372	1,3054366	-0,00023044646	0,0029159524
41,160156	0,047640413	1,3062298	-0,00024273992	0,0030316012
41,259766	0,049404342	1,2974855	-0,00019922853	0,0029525044
41,359375	0,048952606	1,3057895	-0,00019624829	0,0029235645
41,458984	0,049091235	1,2943786	-0,00015333295	0,0029184436
41,558594	0,048377775	1,3037626	-0,00012539327	0,0029845031
41,658203	0,049535803	1,3200344	-0,00012882054	0,0029692373
41,757813	0,049559705	1,3217688	-0,00016368926	0,0030145918
41,857422	0,049977981	1,3337284	-0,00012032688	0,0029747596
41,957031	0,049724624	1,334855	-8,0540776e-05	0,0030338434
42,056641	0,04966487	1,3284231	-8,0093741e-05	0,0029943571
