MTS793|MPT|FRA|1|2|,|/|:|33|1|1|A

Acquisition de données						Temps :	532,43457	Sec	06/03/2012 12:10:18
Temps	Ch 1 Deplacement	Ch 1 Extenso	Ch 1 Extenso-ext	Ch 1 Force
Sec	mm	mm	mm	kN
52,868164	0,52692592	0,19134392	0,051181778	6,3422565
53,068359	0,52874088	0,19226182	0,051411387	6,3398571
53,268555	0,53086221	0,19313017	0,05162847	6,3448701
53,46875	0,53329825	0,1942171	0,051872749	6,3478231
53,668945	0,53396225	0,19507191	0,052045222	6,3515873
53,869141	0,53623796	0,19599271	0,052286878	6,3572669
54,069336	0,53949118	0,19696882	0,052524	6,3676553
54,269531	0,54194808	0,19781174	0,052766372	6,3723588
54,469727	0,54360092	0,19889522	0,053019237	6,3750777
54,669922	0,54366589	0,19957413	0,053167019	6,3526587
54,870117	0,54756939	0,20067188	0,05345412	6,3688769
55,070313	0,54843068	0,20151369	0,05365546	6,3877282
55,270508	0,55085003	0,20242758	0,053848926	6,3864684
55,470703	0,55321395	0,20328374	0,054078177	6,3892322
55,670898	0,55497885	0,20409933	0,054288819	6,3746071
55,871094	0,55649281	0,20498879	0,054500893	6,3845358
56,071289	0,55883586	0,20603971	0,054668237	6,3918757
56,271484	0,56034625	0,20687133	0,054886516	6,3919406
56,47168	0,56292117	0,20788972	0,055125784	6,4003749
56,671875	0,56431532	0,20872208	0,055338811	6,3877187
56,87207	0,5666101	0,20967524	0,055558041	6,3951969
57,072266	0,56860387	0,21061145	0,055840727	6,4117246
57,272461	0,57022035	0,21158041	0,056003183	6,4114752
57,472656	0,57380557	0,21255551	0,056204285	6,4159632
57,672852	0,57604969	0,2134537	0,056474447	6,4242597
57,873047	0,57585597	0,21432048	0,056688666	6,4123573
58,073242	0,57920814	0,21528332	0,056905393	6,4339495
58,273438	0,58137059	0,21609972	0,057109833	6,4234109
58,473633	0,58390379	0,21717289	0,057339083	6,438241
58,673828	0,58587551	0,21800749	0,057550918	6,4426279
58,874023	0,58714688	0,21891487	0,057785299	6,4323945
59,074219	0,58958828	0,21982397	0,057957057	6,447732
59,274414	0,59152961	0,22071937	0,058177479	6,4361644
59,474609	0,59395909	0,22171396	0,058436073	6,4621305
59,674805	0,59543848	0,22267884	0,058606636	6,4532161
59,875	0,59685171	0,22350076	0,058831237	6,442317
60,075195	0,59857309	0,22453862	0,05905655	6,4581904
60,275391	0,60104549	0,2252869	0,059254311	6,4600234
60,475586	0,60272157	0,226362	0,059476882	6,4705763
60,675781	0,60528934	0,22729342	0,0597177	6,4678273
60,875977	0,60719252	0,22819087	0,059961263	6,4701214
61,076172	0,60936987	0,22909996	0,060130518	6,4676628
61,276367	0,6109941	0,23011899	0,060358096	6,4611707
61,476563	0,61236799	0,23110788	0,06066297	6,4835443
61,676758	0,61453938	0,23199593	0,060862876	6,4737372
61,876953	0,61705947	0,23283188	0,061040837	6,4764814
62,077148	0,61748862	0,23366752	0,061241221	6,4657154
62,277344	0,62063992	0,23472573	0,061488125	6,4937873
62,477539	0,62332511	0,23559973	0,061684337	6,5025597
62,677734	0,62458694	0,23661508	0,061921936	6,4987111
62,87793	0,62701046	0,23757792	0,062125064	6,5133314
63,078125	0,6283325	0,23852283	0,062345725	6,5014238
63,27832	0,63049555	0,23942225	0,062589407	6,5048862
63,478516	0,63262939	0,24028043	0,062789671	6,4912381
63,678711	0,63517451	0,24126197	0,063020475	6,5171285
63,878906	0,6365025	0,24219011	0,063249484	6,4951458
64,079102	0,63933909	0,24317248	0,063442834	6,5213509
64,279297	0,64212203	0,24399894	0,063709296	6,5204926
64,479492	0,64348996	0,24513797	0,063893817	6,516408
64,679688	0,64546525	0,24606504	0,064125217	6,5270977
64,879883	0,64781427	0,24688658	0,064387985	6,5173612
65,080078	0,6489104	0,24784261	0,064584315	6,5278573
65,280273	0,65069258	0,24884696	0,064782672	6,5479369
65,480469	0,652349	0,24964294	0,064968027	6,5312858
65,680664	0,65399528	0,2506263	0,065239616	6,543694
65,880859	0,65795362	0,25160143	0,065448947	6,557271
66,081055	0,65844417	0,25257128	0,065685831	6,54497
66,28125	0,66025198	0,25338453	0,065891467	6,528512
66,481445	0,66305101	0,25444442	0,066110216	6,5546861
66,681641	0,66576421	0,25543776	0,066305593	6,561276
66,881836	0,66720247	0,25627372	0,066560254	6,5498738
67,082031	0,66868424	0,25735053	0,066803575	6,5687227
67,282227	0,67031384	0,25824121	0,067029603	6,5599732
67,482422	0,67381144	0,25914189	0,067273766	6,5683808
67,682617	0,67487299	0,26013392	0,067473553	6,5730457
67,882813	0,67796946	0,26103365	0,067661054	6,5698748
68,083008	0,67917168	0,26195887	0,067864664	6,5635443
68,283203	0,68099558	0,26293799	0,068114072	6,5836806
68,483398	0,68232119	0,26372793	0,068352386	6,5652428
68,683594	0,68529248	0,26482564	0,068571255	6,5826983
68,883789	0,68750799	0,26578191	0,068778321	6,5884204
69,083984	0,68891108	0,26665524	0,069002919	6,5848064
69,28418	0,69081008	0,26753756	0,069211297	6,5906448
69,484375	0,69345713	0,26852468	0,069486588	6,5901427
69,68457	0,69557786	0,2694293	0,069660731	6,588305
69,884766	0,69869101	0,27039757	0,069950216	6,6192474
70,084961	0,69951415	0,27129689	0,070111595	6,594645
70,285156	0,70097804	0,27217051	0,070340849	6,6032581
70,485352	0,70283532	0,2730895	0,070543379	6,6071105
70,685547	0,70509255	0,27406994	0,070751995	6,6073461
70,885742	0,70753574	0,27518752	0,070999734	6,614325
71,085938	0,70933044	0,27615353	0,071262501	6,6346302
71,286133	0,71045399	0,27692452	0,07144738	6,6200042
71,486328	0,71175992	0,27793899	0,071713127	6,6116562
71,686523	0,7159692	0,27890468	0,071871407	6,6449776
71,886719	0,71667552	0,27972612	0,072113417	6,6235189
72,086914	0,71811557	0,28070849	0,072339445	6,6156445
72,287109	0,72051942	0,28173855	0,072583131	6,6304469
72,487305	0,72357953	0,28270626	0,072809994	6,6396542
72,6875	0,72387099	0,28366798	0,073054992	6,6314068
72,887695	0,7258749	0,28461331	0,073234975	6,6328998
73,087891	0,72844803	0,28570443	0,073497742	6,6487737
73,288086	0,73135197	0,28659332	0,073705047	6,6409178
73,488281	0,73308825	0,28750724	0,073965669	6,6530099
73,688477	0,73534608	0,28844365	0,074208632	6,647264
73,888672	0,73741615	0,28934598	0,074369058	6,6573715
74,088867	0,73820293	0,29039884	0,074592702	6,6504655
74,289063	0,74153602	0,29129633	0,074836984	6,6589346
74,489258	0,74283838	0,29214573	0,075060748	6,6597204
74,689453	0,74600875	0,2930856	0,075286657	6,6691027
74,889648	0,74605644	0,29412311	0,075518534	6,6667709
75,089844	0,7490164	0,2950992	0,075755775	6,6599593
75,290039	0,75065494	0,29605329	0,076004706	6,6637192
75,490234	0,75379968	0,29702738	0,076231331	6,6749544
75,69043	0,75441957	0,29805401	0,076457836	6,6822948
75,890625	0,75757384	0,29885039	0,076695912	6,6732407
76,09082	0,75820148	0,29977888	0,076903336	6,6597137
76,291016	0,76063037	0,3006894	0,07706698	6,6655231
76,491211	0,7632786	0,30174664	0,077351458	6,6957097
76,691406	0,76601803	0,30260941	0,07754039	6,705833
76,891602	0,76745391	0,30352759	0,077799939	6,6957192
77,091797	0,76930165	0,30445853	0,077989943	6,6801209
77,291992	0,77113271	0,30540258	0,078264758	6,6914015
77,492188	0,77341855	0,30636206	0,078460611	6,6880007
77,692383	0,77572048	0,30731431	0,078667201	6,7019701
77,892578	0,77679217	0,30834121	0,078888699	6,7073689
78,092773	0,77982724	0,30924734	0,079119734	6,7139935
78,292969	0,78134835	0,31010336	0,079388946	6,7021546
78,493164	0,7833159	0,31100327	0,079572871	6,7028594
78,693359	0,78608453	0,31195152	0,079837069	6,7084584
78,893555	0,78665555	0,31286526	0,08001741	6,710361
79,09375	0,7878226	0,31380716	0,080221735	6,7061367
79,293945	0,79137087	0,31475741	0,080447048	6,7209411
79,494141	0,79461575	0,31568393	0,080679879	6,7290878
79,694336	0,79589128	0,31670594	0,080875009	6,7229514
79,894531	0,79750955	0,31780124	0,081148989	6,7307143
80,094727	0,79984665	0,31884864	0,081421539	6,7420454
80,294922	0,80066919	0,31952485	0,081539623	6,7169404
80,495117	0,80197811	0,32060307	0,081839964	6,7362227
80,695313	0,80489874	0,32163605	0,082031161	6,7393427
80,895508	0,80816984	0,32254815	0,082242638	6,7286077
81,095703	0,80962598	0,32361236	0,082458057	6,7367239
81,295898	0,81062496	0,32441565	0,082683846	6,7448573
81,496094	0,81260622	0,32534581	0,082917266	6,7480602
81,696289	0,8137244	0,32626298	0,083125405	6,7416515
81,896484	0,81768095	0,32728532	0,08337076	6,7505755
82,09668	0,81965268	0,32833713	0,083615154	6,7503724
82,296875	0,81944704	0,32930228	0,083833434	6,7527027
82,49707	0,82338393	0,33032593	0,084074847	6,7612953
82,697266	0,82534671	0,33131358	0,084323302	6,7616587
82,897461	0,82676888	0,3321757	0,084491603	6,7570672
83,097656	0,82945883	0,33325738	0,084767252	6,7686262
83,297852	0,83076477	0,33399391	0,084938891	6,7504745
83,498047	0,83308399	0,33512244	0,085174344	6,7694354
83,698242	0,83588421	0,33608928	0,085384987	6,7707634
83,898438	0,83773613	0,33703482	0,085682698	6,7705755
84,098633	0,83991826	0,33791643	0,085866384	6,7733231
84,298828	0,84158361	0,33885503	0,086065583	6,7739835
84,499023	0,84297478	0,33977398	0,086307712	6,7885809
84,699219	0,84457755	0,34073412	0,086500823	6,7812939
84,899414	0,84704936	0,34173465	0,086748317	6,7915678
85,099609	0,84961832	0,34263039	0,086951211	6,7825689
85,299805	0,85151851	0,34364831	0,087173782	6,7803078
85,5	0,85279465	0,34461889	0,087393604	6,7937026
85,700195	0,85524797	0,34556744	0,087616533	6,793766
85,900391	0,85746288	0,34650275	0,087824434	6,7882791
86,100586	0,85938275	0,34735674	0,088049509	6,7889853
86,300781	0,86167157	0,34838104	0,088223889	6,8106947
86,500977	0,86238444	0,3493458	0,088501811	6,8072767
86,701172	0,86491764	0,35028604	0,088707559	6,8077908
86,901367	0,86713195	0,35127309	0,08895804	6,8068366
87,101563	0,86883008	0,35222089	0,089182518	6,819119
87,301758	0,87126017	0,353212	0,089388631	6,8127265
87,501953	0,87356865	0,35400796	0,089592233	6,7993369
87,702148	0,87503612	0,35497448	0,089825302	6,8207541
87,902344	0,87739229	0,35588306	0,090059683	6,8114324
88,102539	0,87985218	0,35688961	0,090294302	6,8393488
88,302734	0,88129759	0,35792041	0,090522237	6,8272238
88,50293	0,88259816	0,35882896	0,090718091	6,8219666
88,703125	0,88527679	0,35972485	0,090946503	6,8068657
88,90332	0,88698864	0,36082953	0,091210581	6,8423967
89,103516	0,88854194	0,36168161	0,091384605	6,8211465
89,303711	0,89093447	0,36265948	0,091582485	6,8253465
89,503906	0,8938843	0,36373571	0,091853604	6,8281541
89,704102	0,8951056	0,36452499	0,092079513	6,8242087
89,904297	0,89754939	0,36563623	0,092226103	6,8410459
90,104492	0,89953899	0,36654219	0,092499845	6,8375897
90,304688	0,90132475	0,36754134	0,092786945	6,8364944
90,504883	0,90285897	0,36841956	0,092941172	6,8395691
90,705078	0,90539038	0,3693794	0,093186878	6,8473034
90,905273	0,90686202	0,37044331	0,093417086	6,8515253
91,105469	0,90821087	0,37141371	0,093631186	6,8649087
91,305664	0,9118402	0,37238699	0,093855664	6,8734255
91,505859	0,91403306	0,37336844	0,094073944	6,8547392
91,706055	0,91576517	0,3742851	0,094332054	6,8491726
91,90625	0,91723561	0,37536091	0,094538167	6,860775
92,106445	0,91864526	0,37639245	0,094752744	6,8617191
92,306641	0,92122972	0,37718406	0,094974719	6,8489532
92,506836	0,92345417	0,37824896	0,095205277	6,8667369
