265.63574,0.0039389627,0.00030456076,-1.5735626e-05,0.1563554
265.83594,0.007674763,0.00063835894,2.3841858e-06,0.22009301
266.03613,0.012067853,0.00096960709,1.5497208e-05,0.27529901
266.23633,0.015318453,0.001352282,7.5817108e-05,0.34861466
266.43652,0.01964701,0.0018243127,9.2744827e-05,0.44283229
266.63672,0.024527691,0.0023809106,0.0001783371,0.53430063
266.83691,0.026669264,0.0031203863,0.00023722649,0.65908468
267.03711,0.030811388,0.0037041733,0.00027012825,0.78752226
267.2373,0.034286663,0.0043940661,0.00034618378,0.92239749
267.4375,0.039021544,0.0047545345,0.00040555,1.0336964
267.6377,0.04254223,0.0055141961,0.00048589706,1.195479
267.83789,0.04689708,0.0061726165,0.00051188469,1.3600895
268.03809,0.051526796,0.0068868613,0.00067353249,1.5258512
268.23828,0.054261122,0.0075976322,0.0007250309,1.6930121
268.43848,0.059333015,0.0084943604,0.00081062317,1.8933256
268.63867,0.063224174,0.0090975231,0.00082492828,2.049495
268.83887,0.067586191,0.0099194795,0.00097084045,2.2602401
269.03906,0.072239809,0.010754065,0.0010461807,2.4695678
269.23926,0.075557336,0.011298491,0.0011467934,2.6246409
269.43945,0.079051733,0.012060443,0.001234293,2.8019924
269.63965,0.084465414,0.01287795,0.0013048649,3.0096834
269.83984,0.087682553,0.013620912,0.0013995171,3.1907518
270.04004,0.091306016,0.014328549,0.0014863014,3.3730156
270.24023,0.096021779,0.015149252,0.0015950203,3.5530088
270.44043,0.099399053,0.015852232,0.0016617775,3.7242725
270.64063,0.1035842,0.016672734,0.0018019676,3.9203675
270.84082,0.1085318,0.017418826,0.0018815994,4.0986567
271.04102,0.11111555,0.018049696,0.001945734,4.2464995
271.24121,0.11472946,0.018838104,0.0020594597,4.4081926
271.44141,0.12004276,0.019620139,0.0021748543,4.5570478
271.6416,0.12373075,0.020297507,0.0022711754,4.6790862
271.8418,0.12821227,0.021082094,0.0024015903,4.8243637
272.04199,0.13034669,0.021652836,0.0025115013,4.9253192
272.24219,0.13564324,0.022267632,0.0026378632,5.0141373
272.44238,0.13877434,0.022862665,0.002746582,5.1056967
272.64258,0.14406374,0.023464492,0.0028629303,5.1930079
272.84277,0.14748882,0.024119722,0.0029914379,5.274684
273.04297,0.15205638,0.024632053,0.0031249523,5.3612938
273.24316,0.15619852,0.025319988,0.0032684803,5.439136
273.44336,0.16014464,0.025932528,0.0034565926,5.5169382
273.64355,0.16491538,0.026794156,0.0035965443,5.6079593
273.84375,0.16827592,0.027358394,0.0037643909,5.6457982
274.04395,0.17188983,0.028359346,0.0039031506,5.7025571
274.24414,0.17560172,0.029397771,0.0041511059,5.7701316
274.44434,0.18108712,0.030872907,0.0043082237,5.8606548
274.64453,0.18339838,0.031880993,0.0045871735,5.8602715
274.84473,0.18758592,0.033608515,0.0048787594,5.9141088
275.04492,0.1918619,0.035284933,0.005177021,5.9427104
275.24512,0.19624543,0.037404567,0.0054535866,5.974216
275.44531,0.19864036,0.03948722,0.0058863163,5.9712944
275.64551,0.20405643,0.041461125,0.0065236092,5.9759617
275.8457,0.20660912,0.044063978,0.0072360039,6.0114474
276.0459,0.21156149,0.046427872,0.0080912113,6.0098944
276.24609,0.21560085,0.048820857,0.0091228485,6.0320392
276.44629,0.21966888,0.051831603,0.010252714,6.0375428
276.64648,0.22435117,0.05488636,0.011525869,6.049438
276.84668,0.22772367,0.058325145,0.012753963,6.0431118
277.04688,0.2309408,0.06172929,0.014041662,6.0612245
277.24707,0.23563506,0.064695761,0.015038967,6.040091
277.44727,0.24044882,0.068008028,0.016106367,6.0708542
277.64746,0.24401969,0.071087644,0.017070293,6.071568
277.84766,0.24763121,0.074063301,0.017935276,6.108705
278.04785,0.25183547,0.076836072,0.018675089,6.1080875
278.24805,0.25520799,0.079380557,0.01934886,6.1152067
278.44824,0.25873104,0.081896566,0.01998806,6.1135798
278.64844,0.26378861,0.084495924,0.020619869,6.1658554
278.84863,0.26828447,0.086560979,0.021184444,6.1442356
279.04883,0.27158764,0.088684708,0.021735668,6.1718349
279.24902,0.27613372,0.09078081,0.022171974,6.1983733
279.44922,0.27958509,0.092494987,0.022647619,6.1829762
279.64941,0.2829026,0.094534092,0.023109674,6.2111306
279.84961,0.28770202,0.096224606,0.023574114,6.1992497
280.0498,0.29203296,0.098052539,0.024007797,6.2349062
280.25,0.29476252,0.09959539,0.024380684,6.2367859
280.4502,0.299887,0.10120346,0.024808407,6.2527404
280.65039,0.30242771,0.10256924,0.025210142,6.2487154
280.85059,0.30727494,0.10437509,0.025655508,6.2691064
281.05078,0.311625,0.10593127,0.026043177,6.2654514
281.25098,0.31686899,0.1075454,0.026425362,6.2983837
281.45117,0.32168752,0.10905254,0.026854515,6.291616
281.65137,0.3240442,0.11055509,0.02720952,6.3082886
281.85156,0.32724941,0.11204123,0.02765727,6.316381
282.05176,0.33258659,0.11388035,0.028078318,6.348815
